pair,key,layer_idx,rel_depth,sub_module,shape,numel,norm_llm,norm_delta,rel_diff
qwen25,model.layers.27.self_attn.q_proj.weight,27,1.0,self_attn.q_proj,3584x3584,12845056,56.59437561035156,42.48678970336914,0.7507245948941607
qwen25,model.layers.27.self_attn.v_proj.bias,27,1.0,self_attn.v_proj.bias,512,512,29.78465461730957,0.1284821331501007,0.0043137023007623655
qwen25,model.layers.27.self_attn.v_proj.weight,27,1.0,self_attn.v_proj,512x3584,1835008,36.67457962036133,18.125450134277344,0.4942238008425403
qwen25,model.norm.weight,-1,-1.0,final_norm,3584,3584,233.3655242919922,7.87962007522583,0.03376514204114688
qwen25,model.embed_tokens.weight,-1,-1.0,embed_tokens,152064x3584,544997376,285.3244323730469,188.18356323242188,0.6595424081537526
qwen25,model.layers.0.input_layernorm.weight,0,0.0,input_layernorm,3584,3584,17.0172061920166,0.5501095056533813,0.03232666393332285
qwen25,model.layers.0.mlp.down_proj.weight,0,0.0,mlp.down_proj,3584x18944,67895296,114.60125732421875,76.11410522460938,0.6641646610322498
qwen25,model.layers.0.mlp.gate_proj.weight,0,0.0,mlp.gate_proj,18944x3584,67895296,125.9569320678711,81.7832260131836,0.6492951572456149
qwen25,model.layers.0.mlp.up_proj.weight,0,0.0,mlp.up_proj,18944x3584,67895296,108.0264663696289,79.73272705078125,0.7380851168264975
qwen25,model.layers.0.post_attention_layernorm.weight,0,0.0,post_attention_layernorm,3584,3584,16.737714767456055,1.1769975423812866,0.07032008602929353
qwen25,model.layers.0.self_attn.k_proj.bias,0,0.0,self_attn.k_proj.bias,512,512,604.6566162109375,9.558004379272461,0.01580732621296267
qwen25,model.layers.0.self_attn.k_proj.weight,0,0.0,self_attn.k_proj,512x3584,1835008,37.19898223876953,10.476998329162598,0.28164744567240496
qwen25,model.layers.0.self_attn.o_proj.weight,0,0.0,self_attn.o_proj,3584x3584,12845056,44.56557846069336,24.030488967895508,0.53921635930498
qwen25,model.layers.0.self_attn.q_proj.bias,0,0.0,self_attn.q_proj.bias,3584,3584,177.5105743408203,2.1442043781280518,0.01207930505599728
qwen25,model.layers.0.self_attn.q_proj.weight,0,0.0,self_attn.q_proj,3584x3584,12845056,74.50946044921875,36.198326110839844,0.48582187943114263
qwen25,model.layers.0.self_attn.v_proj.bias,0,0.0,self_attn.v_proj.bias,512,512,4.333022117614746,0.14813381433486938,0.03418718167458017
qwen25,model.layers.0.self_attn.v_proj.weight,0,0.0,self_attn.v_proj,512x3584,1835008,12.190473556518555,5.708888053894043,0.46830732435667816
qwen25,model.layers.1.input_layernorm.weight,1,0.037037037037037035,input_layernorm,3584,3584,12.363101959228516,0.9669361114501953,0.07821144844060918
qwen25,model.layers.1.mlp.down_proj.weight,1,0.037037037037037035,mlp.down_proj,3584x18944,67895296,100.82929229736328,57.750831604003906,0.5727584741315704
